stateabbrv,statename,stfips,areaname,areatype,areatyname,area,periodyear,periodtype,pertypdesc,period,adjusted,prelim,benchmark,laborforce,emplab,unemp,unemprate
CO,Colorado,8,Douglas County,4,County,35,1992,3,Monthly,12,0,0,2014,42123,40487,1636,3.9
CO,Colorado,8,Douglas County,4,County,35,1993,1,Annual,0,0,0,2014,46219,44677,1542,3.3
CO,Colorado,8,Douglas County,4,County,35,1993,3,Monthly,1,0,0,2014,44564,42872,1692,3.8
CO,Colorado,8,Douglas County,4,County,35,1993,3,Monthly,2,0,0,2014,44674,43095,1579,3.5
CO,Colorado,8,Douglas County,4,County,35,1993,3,Monthly,3,0,0,2014,44804,43119,1685,3.8
CO,Colorado,8,Douglas County,4,County,35,1993,3,Monthly,4,0,0,2014,45176,43590,1586,3.5
CO,Colorado,8,Douglas County,4,County,35,1993,3,Monthly,5,0,0,2014,45914,44276,1638,3.6
CO,Colorado,8,Douglas County,4,County,35,1993,3,Monthly,6,0,0,2014,46899,45068,1831,3.9
CO,Colorado,8,Douglas County,4,County,35,1993,3,Monthly,7,0,0,2014,47091,45460,1631,3.5
CO,Colorado,8,Douglas County,4,County,35,1993,3,Monthly,8,0,0,2014,47143,45580,1563,3.3
CO,Colorado,8,Douglas County,4,County,35,1993,3,Monthly,9,0,0,2014,46941,45456,1485,3.2
CO,Colorado,8,Douglas County,4,County,35,1993,3,Monthly,10,0,0,2014,47234,45879,1355,2.9
CO,Colorado,8,Douglas County,4,County,35,1993,3,Monthly,11,0,0,2014,47108,45813,1295,2.7
CO,Colorado,8,Douglas County,4,County,35,1993,3,Monthly,12,0,0,2014,47072,45914,1158,2.5
CO,Colorado,8,Douglas County,4,County,35,1994,1,Annual,0,0,0,2014,52340,51025,1315,2.5
CO,Colorado,8,Douglas County,4,County,35,1994,3,Monthly,1,0,0,2014,50760,49216,1544,3
CO,Colorado,8,Douglas County,4,County,35,1994,3,Monthly,2,0,0,2014,50771,49345,1426,2.8
CO,Colorado,8,Douglas County,4,County,35,1994,3,Monthly,3,0,0,2014,50877,49388,1489,2.9
CO,Colorado,8,Douglas County,4,County,35,1994,3,Monthly,4,0,0,2014,51348,50019,1329,2.6
CO,Colorado,8,Douglas County,4,County,35,1994,3,Monthly,5,0,0,2014,51800,50557,1243,2.4
CO,Colorado,8,Douglas County,4,County,35,1994,3,Monthly,6,0,0,2014,52536,51066,1470,2.8
CO,Colorado,8,Douglas County,4,County,35,1994,3,Monthly,7,0,0,2014,52781,51356,1425,2.7
CO,Colorado,8,Douglas County,4,County,35,1994,3,Monthly,8,0,0,2014,53062,51793,1269,2.4
CO,Colorado,8,Douglas County,4,County,35,1994,3,Monthly,9,0,0,2014,53172,51926,1246,2.3
CO,Colorado,8,Douglas County,4,County,35,1994,3,Monthly,10,0,0,2014,53829,52662,1167,2.2
CO,Colorado,8,Douglas County,4,County,35,1994,3,Monthly,11,0,0,2014,53546,52421,1125,2.1
CO,Colorado,8,Douglas County,4,County,35,1994,3,Monthly,12,0,0,2014,53594,52551,1043,1.9
CO,Colorado,8,Douglas County,4,County,35,1995,1,Annual,0,0,0,2014,60187,58806,1381,2.3
CO,Colorado,8,Douglas County,4,County,35,1995,3,Monthly,1,0,0,2014,58956,57605,1351,2.3
CO,Colorado,8,Douglas County,4,County,35,1995,3,Monthly,2,0,0,2014,59047,57774,1273,2.2
CO,Colorado,8,Douglas County,4,County,35,1995,3,Monthly,3,0,0,2014,59102,57738,1364,2.3
CO,Colorado,8,Douglas County,4,County,35,1995,3,Monthly,4,0,0,2014,59510,58149,1361,2.3
CO,Colorado,8,Douglas County,4,County,35,1995,3,Monthly,5,0,0,2014,59611,58382,1229,2.1
CO,Colorado,8,Douglas County,4,County,35,1995,3,Monthly,6,0,0,2014,60333,58887,1446,2.4
CO,Colorado,8,Douglas County,4,County,35,1995,3,Monthly,7,0,0,2014,60899,59428,1471,2.4
CO,Colorado,8,Douglas County,4,County,35,1995,3,Monthly,8,0,0,2014,60859,59410,1449,2.4
CO,Colorado,8,Douglas County,4,County,35,1995,3,Monthly,9,0,0,2014,61026,59518,1508,2.5
CO,Colorado,8,Douglas County,4,County,35,1995,3,Monthly,10,0,0,2014,61318,59918,1400,2.3
CO,Colorado,8,Douglas County,4,County,35,1995,3,Monthly,11,0,0,2014,60951,59530,1421,2.3
CO,Colorado,8,Douglas County,4,County,35,1995,3,Monthly,12,0,0,2014,60632,59331,1301,2.1
CO,Colorado,8,Douglas County,4,County,35,1996,1,Annual,0,0,0,2014,66454,65011,1443,2.2
CO,Colorado,8,Douglas County,4,County,35,1996,3,Monthly,1,0,0,2014,65530,63957,1573,2.4
CO,Colorado,8,Douglas County,4,County,35,1996,3,Monthly,2,0,0,2014,65650,64244,1406,2.1
CO,Colorado,8,Douglas County,4,County,35,1996,3,Monthly,3,0,0,2014,65581,64211,1370,2.1
CO,Colorado,8,Douglas County,4,County,35,1996,3,Monthly,4,0,0,2014,65733,64449,1284,2
CO,Colorado,8,Douglas County,4,County,35,1996,3,Monthly,5,0,0,2014,66219,64795,1424,2.2
CO,Colorado,8,Douglas County,4,County,35,1996,3,Monthly,6,0,0,2014,67262,65466,1796,2.7
CO,Colorado,8,Douglas County,4,County,35,1996,3,Monthly,7,0,0,2014,66880,65350,1530,2.3
CO,Colorado,8,Douglas County,4,County,35,1996,3,Monthly,8,0,0,2014,66587,65156,1431,2.1
CO,Colorado,8,Douglas County,4,County,35,1996,3,Monthly,9,0,0,2014,66831,65413,1418,2.1
CO,Colorado,8,Douglas County,4,County,35,1996,3,Monthly,10,0,0,2014,67136,65749,1387,2.1
CO,Colorado,8,Douglas County,4,County,35,1996,3,Monthly,11,0,0,2014,67060,65671,1389,2.1
CO,Colorado,8,Douglas County,4,County,35,1996,3,Monthly,12,0,0,2014,66985,65673,1312,2
CO,Colorado,8,Douglas County,4,County,35,1997,1,Annual,0,0,0,2014,76185,74907,1278,1.7
CO,Colorado,8,Douglas County,4,County,35,1997,3,Monthly,1,0,0,2014,73724,72303,1421,1.9
CO,Colorado,8,Douglas County,4,County,35,1997,3,Monthly,2,0,0,2014,73972,72600,1372,1.9
CO,Colorado,8,Douglas County,4,County,35,1997,3,Monthly,3,0,0,2014,74408,73027,1381,1.9
CO,Colorado,8,Douglas County,4,County,35,1997,3,Monthly,4,0,0,2014,74693,73514,1179,1.6
CO,Colorado,8,Douglas County,4,County,35,1997,3,Monthly,5,0,0,2014,75430,74316,1114,1.5
CO,Colorado,8,Douglas County,4,County,35,1997,3,Monthly,6,0,0,2014,76482,75207,1275,1.7
CO,Colorado,8,Douglas County,4,County,35,1997,3,Monthly,7,0,0,2014,77195,75930,1265,1.6
CO,Colorado,8,Douglas County,4,County,35,1997,3,Monthly,8,0,0,2014,77467,76218,1249,1.6
CO,Colorado,8,Douglas County,4,County,35,1997,3,Monthly,9,0,0,2014,77515,76188,1327,1.7
CO,Colorado,8,Douglas County,4,County,35,1997,3,Monthly,10,0,0,2014,77790,76499,1291,1.7
CO,Colorado,8,Douglas County,4,County,35,1997,3,Monthly,11,0,0,2014,77882,76660,1222,1.6
CO,Colorado,8,Douglas County,4,County,35,1997,3,Monthly,12,0,0,2014,77668,76427,1241,1.6
CO,Colorado,8,Douglas County,4,County,35,1998,1,Annual,0,0,0,2014,86865,85472,1393,1.6
CO,Colorado,8,Douglas County,4,County,35,1998,3,Monthly,1,0,0,2014,84323,82947,1376,1.6
CO,Colorado,8,Douglas County,4,County,35,1998,3,Monthly,2,0,0,2014,84847,83463,1384,1.6
CO,Colorado,8,Douglas County,4,County,35,1998,3,Monthly,3,0,0,2014,85311,83751,1560,1.8
CO,Colorado,8,Douglas County,4,County,35,1998,3,Monthly,4,0,0,2014,85698,84371,1327,1.5
CO,Colorado,8,Douglas County,4,County,35,1998,3,Monthly,5,0,0,2014,86446,85166,1280,1.5
CO,Colorado,8,Douglas County,4,County,35,1998,3,Monthly,6,0,0,2014,87164,85750,1414,1.6
CO,Colorado,8,Douglas County,4,County,35,1998,3,Monthly,7,0,0,2014,87911,86441,1470,1.7
CO,Colorado,8,Douglas County,4,County,35,1998,3,Monthly,8,0,0,2014,87736,86263,1473,1.7
CO,Colorado,8,Douglas County,4,County,35,1998,3,Monthly,9,0,0,2014,88162,86675,1487,1.7
CO,Colorado,8,Douglas County,4,County,35,1998,3,Monthly,10,0,0,2014,88406,87000,1406,1.6
CO,Colorado,8,Douglas County,4,County,35,1998,3,Monthly,11,0,0,2014,88047,86752,1295,1.5
CO,Colorado,8,Douglas County,4,County,35,1998,3,Monthly,12,0,0,2014,88325,87083,1242,1.4
CO,Colorado,8,Douglas County,4,County,35,1999,1,Annual,0,0,0,2014,96048,94672,1376,1.4
CO,Colorado,8,Douglas County,4,County,35,1999,3,Monthly,1,0,0,2014,94797,93420,1377,1.5
CO,Colorado,8,Douglas County,4,County,35,1999,3,Monthly,2,0,0,2014,95007,93652,1355,1.4
CO,Colorado,8,Douglas County,4,County,35,1999,3,Monthly,3,0,0,2014,94876,93554,1322,1.4
CO,Colorado,8,Douglas County,4,County,35,1999,3,Monthly,4,0,0,2014,94819,93600,1219,1.3
CO,Colorado,8,Douglas County,4,County,35,1999,3,Monthly,5,0,0,2014,95863,94623,1240,1.3
CO,Colorado,8,Douglas County,4,County,35,1999,3,Monthly,6,0,0,2014,96618,95090,1528,1.6
CO,Colorado,8,Douglas County,4,County,35,1999,3,Monthly,7,0,0,2014,96793,95277,1516,1.6
CO,Colorado,8,Douglas County,4,County,35,1999,3,Monthly,8,0,0,2014,96695,95268,1427,1.5
CO,Colorado,8,Douglas County,4,County,35,1999,3,Monthly,9,0,0,2014,96689,95223,1466,1.5
CO,Colorado,8,Douglas County,4,County,35,1999,3,Monthly,10,0,0,2014,96882,95555,1327,1.4
CO,Colorado,8,Douglas County,4,County,35,1999,3,Monthly,11,0,0,2014,96595,95229,1366,1.4
CO,Colorado,8,Douglas County,4,County,35,1999,3,Monthly,12,0,0,2014,96934,95567,1367,1.4
CO,Colorado,8,Douglas County,4,County,35,2000,1,Annual,0,0,0,2014,105589,103403,2186,2.1
CO,Colorado,8,Douglas County,4,County,35,2000,3,Monthly,1,0,0,2014,104963,102497,2466,2.3
CO,Colorado,8,Douglas County,4,County,35,2000,3,Monthly,2,0,0,2014,104959,102647,2312,2.2
CO,Colorado,8,Douglas County,4,County,35,2000,3,Monthly,3,0,0,2014,104713,102377,2336,2.2
CO,Colorado,8,Douglas County,4,County,35,2000,3,Monthly,4,0,0,2014,105059,103081,1978,1.9
CO,Colorado,8,Douglas County,4,County,35,2000,3,Monthly,5,0,0,2014,104955,102996,1959,1.9
CO,Colorado,8,Douglas County,4,County,35,2000,3,Monthly,6,0,0,2014,106485,104001,2484,2.3
CO,Colorado,8,Douglas County,4,County,35,2000,3,Monthly,7,0,0,2014,106086,103835,2251,2.1
CO,Colorado,8,Douglas County,4,County,35,2000,3,Monthly,8,0,0,2014,105839,103643,2196,2.1
CO,Colorado,8,Douglas County,4,County,35,2000,3,Monthly,9,0,0,2014,105941,103813,2128,2
CO,Colorado,8,Douglas County,4,County,35,2000,3,Monthly,10,0,0,2014,106136,104125,2011,1.9
CO,Colorado,8,Douglas County,4,County,35,2000,3,Monthly,11,0,0,2014,106014,103882,2132,2
CO,Colorado,8,Douglas County,4,County,35,2000,3,Monthly,12,0,0,2014,105917,103933,1984,1.9
CO,Colorado,8,Douglas County,4,County,35,2001,1,Annual,0,0,0,2014,113280,109647,3633,3.2
CO,Colorado,8,Douglas County,4,County,35,2001,3,Monthly,1,0,0,2014,112952,110371,2581,2.3
CO,Colorado,8,Douglas County,4,County,35,2001,3,Monthly,2,0,0,2014,112340,109803,2537,2.3
CO,Colorado,8,Douglas County,4,County,35,2001,3,Monthly,3,0,0,2014,112062,109350,2712,2.4
CO,Colorado,8,Douglas County,4,County,35,2001,3,Monthly,4,0,0,2014,112201,109604,2597,2.3
CO,Colorado,8,Douglas County,4,County,35,2001,3,Monthly,5,0,0,2014,112556,109819,2737,2.4
CO,Colorado,8,Douglas County,4,County,35,2001,3,Monthly,6,0,0,2014,114149,110643,3506,3.1
CO,Colorado,8,Douglas County,4,County,35,2001,3,Monthly,7,0,0,2014,114783,111107,3676,3.2
CO,Colorado,8,Douglas County,4,County,35,2001,3,Monthly,8,0,0,2014,113142,109127,4015,3.5
CO,Colorado,8,Douglas County,4,County,35,2001,3,Monthly,9,0,0,2014,113229,109088,4141,3.7
CO,Colorado,8,Douglas County,4,County,35,2001,3,Monthly,10,0,0,2014,114197,109606,4591,4
CO,Colorado,8,Douglas County,4,County,35,2001,3,Monthly,11,0,0,2014,113895,108731,5164,4.5
CO,Colorado,8,Douglas County,4,County,35,2001,3,Monthly,12,0,0,2014,113852,108510,5342,4.7
CO,Colorado,8,Douglas County,4,County,35,2002,1,Annual,0,0,0,2014,120707,114415,6292,5.2
CO,Colorado,8,Douglas County,4,County,35,2002,3,Monthly,1,0,0,2014,118188,111950,6238,5.3
CO,Colorado,8,Douglas County,4,County,35,2002,3,Monthly,2,0,0,2014,118994,112898,6096,5.1
CO,Colorado,8,Douglas County,4,County,35,2002,3,Monthly,3,0,0,2014,119306,112923,6383,5.4
CO,Colorado,8,Douglas County,4,County,35,2002,3,Monthly,4,0,0,2014,119985,113767,6218,5.2
CO,Colorado,8,Douglas County,4,County,35,2002,3,Monthly,5,0,0,2014,120497,114399,6098,5.1
CO,Colorado,8,Douglas County,4,County,35,2002,3,Monthly,6,0,0,2014,121499,114686,6813,5.6
CO,Colorado,8,Douglas County,4,County,35,2002,3,Monthly,7,0,0,2014,122000,115460,6540,5.4
CO,Colorado,8,Douglas County,4,County,35,2002,3,Monthly,8,0,0,2014,122143,115641,6502,5.3
CO,Colorado,8,Douglas County,4,County,35,2002,3,Monthly,9,0,0,2014,122390,116081,6309,5.2
CO,Colorado,8,Douglas County,4,County,35,2002,3,Monthly,10,0,0,2014,122070,115932,6138,5
CO,Colorado,8,Douglas County,4,County,35,2002,3,Monthly,11,0,0,2014,121116,115039,6077,5
CO,Colorado,8,Douglas County,4,County,35,2002,3,Monthly,12,0,0,2014,120304,114209,6095,5.1
CO,Colorado,8,Douglas County,4,County,35,2003,1,Annual,0,0,0,2014,128710,122091,6619,5.1
CO,Colorado,8,Douglas County,4,County,35,2003,3,Monthly,1,0,0,2014,126366,119486,6880,5.4
CO,Colorado,8,Douglas County,4,County,35,2003,3,Monthly,2,0,0,2014,127270,120498,6772,5.3
CO,Colorado,8,Douglas County,4,County,35,2003,3,Monthly,3,0,0,2014,127316,120479,6837,5.4
CO,Colorado,8,Douglas County,4,County,35,2003,3,Monthly,4,0,0,2014,128027,121436,6591,5.1
CO,Colorado,8,Douglas County,4,County,35,2003,3,Monthly,5,0,0,2014,128553,122075,6478,5
CO,Colorado,8,Douglas County,4,County,35,2003,3,Monthly,6,0,0,2014,129596,122293,7303,5.6
CO,Colorado,8,Douglas County,4,County,35,2003,3,Monthly,7,0,0,2014,129493,122444,7049,5.4
CO,Colorado,8,Douglas County,4,County,35,2003,3,Monthly,8,0,0,2014,129673,123058,6615,5.1
CO,Colorado,8,Douglas County,4,County,35,2003,3,Monthly,9,0,0,2014,129331,122905,6426,5
CO,Colorado,8,Douglas County,4,County,35,2003,3,Monthly,10,0,0,2014,129838,123662,6176,4.8
CO,Colorado,8,Douglas County,4,County,35,2003,3,Monthly,11,0,0,2014,129960,123682,6278,4.8
CO,Colorado,8,Douglas County,4,County,35,2003,3,Monthly,12,0,0,2014,129097,123072,6025,4.7
CO,Colorado,8,Douglas County,4,County,35,2004,1,Annual,0,0,0,2014,136547,130326,6221,4.6
CO,Colorado,8,Douglas County,4,County,35,2004,3,Monthly,1,0,0,2014,133945,127088,6857,5.1
CO,Colorado,8,Douglas County,4,County,35,2004,3,Monthly,2,0,0,2014,134370,127744,6626,4.9
CO,Colorado,8,Douglas County,4,County,35,2004,3,Monthly,3,0,0,2014,134010,127385,6625,4.9
CO,Colorado,8,Douglas County,4,County,35,2004,3,Monthly,4,0,0,2014,134659,128677,5982,4.4
CO,Colorado,8,Douglas County,4,County,35,2004,3,Monthly,5,0,0,2014,135628,129692,5936,4.4
CO,Colorado,8,Douglas County,4,County,35,2004,3,Monthly,6,0,0,2014,136856,130236,6620,4.8
CO,Colorado,8,Douglas County,4,County,35,2004,3,Monthly,7,0,0,2014,137957,131666,6291,4.6
CO,Colorado,8,Douglas County,4,County,35,2004,3,Monthly,8,0,0,2014,138068,132101,5967,4.3
CO,Colorado,8,Douglas County,4,County,35,2004,3,Monthly,9,0,0,2014,137924,132094,5830,4.2
CO,Colorado,8,Douglas County,4,County,35,2004,3,Monthly,10,0,0,2014,138893,132951,5942,4.3
CO,Colorado,8,Douglas County,4,County,35,2004,3,Monthly,11,0,0,2014,138522,132493,6029,4.4
CO,Colorado,8,Douglas County,4,County,35,2004,3,Monthly,12,0,0,2014,137731,131789,5942,4.3
CO,Colorado,8,Douglas County,4,County,35,2005,1,Annual,0,0,0,2014,142904,137000,5904,4.1
CO,Colorado,8,Douglas County,4,County,35,2005,3,Monthly,1,0,0,2014,140529,134264,6265,4.5
CO,Colorado,8,Douglas County,4,County,35,2005,3,Monthly,2,0,0,2014,140804,134515,6289,4.5
CO,Colorado,8,Douglas County,4,County,35,2005,3,Monthly,3,0,0,2014,140622,134401,6221,4.4
CO,Colorado,8,Douglas County,4,County,35,2005,3,Monthly,4,0,0,2014,141491,135631,5860,4.1
CO,Colorado,8,Douglas County,4,County,35,2005,3,Monthly,5,0,0,2014,142646,136927,5719,4
CO,Colorado,8,Douglas County,4,County,35,2005,3,Monthly,6,0,0,2014,143411,137119,6292,4.4
CO,Colorado,8,Douglas County,4,County,35,2005,3,Monthly,7,0,0,2014,144215,138058,6157,4.3
CO,Colorado,8,Douglas County,4,County,35,2005,3,Monthly,8,0,0,2014,144061,138264,5797,4
CO,Colorado,8,Douglas County,4,County,35,2005,3,Monthly,9,0,0,2014,143977,138263,5714,4
CO,Colorado,8,Douglas County,4,County,35,2005,3,Monthly,10,0,0,2014,144717,139333,5384,3.7
CO,Colorado,8,Douglas County,4,County,35,2005,3,Monthly,11,0,0,2014,144242,138551,5691,3.9
CO,Colorado,8,Douglas County,4,County,35,2005,3,Monthly,12,0,0,2014,144136,138677,5459,3.8
CO,Colorado,8,Douglas County,4,County,35,2006,1,Annual,0,0,0,2014,151085,145720,5365,3.6
CO,Colorado,8,Douglas County,4,County,35,2006,3,Monthly,1,0,0,2014,148405,142305,6100,4.1
CO,Colorado,8,Douglas County,4,County,35,2006,3,Monthly,2,0,0,2014,148524,142738,5786,3.9
CO,Colorado,8,Douglas County,4,County,35,2006,3,Monthly,3,0,0,2014,148793,142979,5814,3.9
CO,Colorado,8,Douglas County,4,County,35,2006,3,Monthly,4,0,0,2014,149417,144092,5325,3.6
CO,Colorado,8,Douglas County,4,County,35,2006,3,Monthly,5,0,0,2014,150536,145253,5283,3.5
CO,Colorado,8,Douglas County,4,County,35,2006,3,Monthly,6,0,0,2014,151430,145621,5809,3.8
CO,Colorado,8,Douglas County,4,County,35,2006,3,Monthly,7,0,0,2014,152250,146642,5608,3.7
CO,Colorado,8,Douglas County,4,County,35,2006,3,Monthly,8,0,0,2014,152279,146965,5314,3.5
CO,Colorado,8,Douglas County,4,County,35,2006,3,Monthly,9,0,0,2014,152289,147279,5010,3.3
CO,Colorado,8,Douglas County,4,County,35,2006,3,Monthly,10,0,0,2014,153893,149170,4723,3.1
CO,Colorado,8,Douglas County,4,County,35,2006,3,Monthly,11,0,0,2014,152768,147819,4949,3.2
CO,Colorado,8,Douglas County,4,County,35,2006,3,Monthly,12,0,0,2014,152431,147775,4656,3.1
CO,Colorado,8,Douglas County,4,County,35,2007,1,Annual,0,0,0,2014,154953,150126,4827,3.1
CO,Colorado,8,Douglas County,4,County,35,2007,3,Monthly,1,0,0,2014,152371,147141,5230,3.4
CO,Colorado,8,Douglas County,4,County,35,2007,3,Monthly,2,0,0,2014,151975,147068,4907,3.2
CO,Colorado,8,Douglas County,4,County,35,2007,3,Monthly,3,0,0,2014,152410,147682,4728,3.1
CO,Colorado,8,Douglas County,4,County,35,2007,3,Monthly,4,0,0,2014,152874,148640,4234,2.8
CO,Colorado,8,Douglas County,4,County,35,2007,3,Monthly,5,0,0,2014,153740,149572,4168,2.7
CO,Colorado,8,Douglas County,4,County,35,2007,3,Monthly,6,0,0,2014,156048,151128,4920,3.2
CO,Colorado,8,Douglas County,4,County,35,2007,3,Monthly,7,0,0,2014,156597,151729,4868,3.1
CO,Colorado,8,Douglas County,4,County,35,2007,3,Monthly,8,0,0,2014,155915,151098,4817,3.1
CO,Colorado,8,Douglas County,4,County,35,2007,3,Monthly,9,0,0,2014,156714,151939,4775,3
CO,Colorado,8,Douglas County,4,County,35,2007,3,Monthly,10,0,0,2014,157254,152491,4763,3
CO,Colorado,8,Douglas County,4,County,35,2007,3,Monthly,11,0,0,2014,157063,151893,5170,3.3
CO,Colorado,8,Douglas County,4,County,35,2007,3,Monthly,12,0,0,2014,156472,151134,5338,3.4
CO,Colorado,8,Douglas County,4,County,35,2008,1,Annual,0,0,0,2014,160990,154263,6727,4.2
CO,Colorado,8,Douglas County,4,County,35,2008,3,Monthly,1,0,0,2014,158625,152498,6127,3.9
CO,Colorado,8,Douglas County,4,County,35,2008,3,Monthly,2,0,0,2014,159081,152940,6141,3.9
CO,Colorado,8,Douglas County,4,County,35,2008,3,Monthly,3,0,0,2014,160001,153677,6324,4
CO,Colorado,8,Douglas County,4,County,35,2008,3,Monthly,4,0,0,2014,161365,155598,5767,3.6
CO,Colorado,8,Douglas County,4,County,35,2008,3,Monthly,5,0,0,2014,160894,154831,6063,3.8
CO,Colorado,8,Douglas County,4,County,35,2008,3,Monthly,6,0,0,2014,162790,155795,6995,4.3
CO,Colorado,8,Douglas County,4,County,35,2008,3,Monthly,7,0,0,2014,162207,155138,7069,4.4
CO,Colorado,8,Douglas County,4,County,35,2008,3,Monthly,8,0,0,2014,161645,154587,7058,4.4
CO,Colorado,8,Douglas County,4,County,35,2008,3,Monthly,9,0,0,2014,161416,154361,7055,4.4
CO,Colorado,8,Douglas County,4,County,35,2008,3,Monthly,10,0,0,2014,162066,154960,7106,4.4
CO,Colorado,8,Douglas County,4,County,35,2008,3,Monthly,11,0,0,2014,161568,154163,7405,4.6
CO,Colorado,8,Douglas County,4,County,35,2008,3,Monthly,12,0,0,2014,160224,152605,7619,4.8
CO,Colorado,8,Douglas County,4,County,35,2009,1,Annual,0,0,0,2014,161345,151397,9948,6.2
CO,Colorado,8,Douglas County,4,County,35,2009,3,Monthly,1,0,0,2014,160612,151679,8933,5.6
CO,Colorado,8,Douglas County,4,County,35,2009,3,Monthly,2,0,0,2014,160762,151327,9435,5.9
CO,Colorado,8,Douglas County,4,County,35,2009,3,Monthly,3,0,0,2014,160412,150760,9652,6
CO,Colorado,8,Douglas County,4,County,35,2009,3,Monthly,4,0,0,2014,162049,152816,9233,5.7
CO,Colorado,8,Douglas County,4,County,35,2009,3,Monthly,5,0,0,2014,162837,153154,9683,5.9
CO,Colorado,8,Douglas County,4,County,35,2009,3,Monthly,6,0,0,2014,164258,153485,10773,6.6
CO,Colorado,8,Douglas County,4,County,35,2009,3,Monthly,7,0,0,2014,163517,152815,10702,6.5
CO,Colorado,8,Douglas County,4,County,35,2009,3,Monthly,8,0,0,2014,161540,151163,10377,6.4
CO,Colorado,8,Douglas County,4,County,35,2009,3,Monthly,9,0,0,2014,159970,149872,10098,6.3
CO,Colorado,8,Douglas County,4,County,35,2009,3,Monthly,10,0,0,2014,160171,150154,10017,6.3
CO,Colorado,8,Douglas County,4,County,35,2009,3,Monthly,11,0,0,2014,160847,150598,10249,6.4
CO,Colorado,8,Douglas County,4,County,35,2009,3,Monthly,12,0,0,2014,159164,148941,10223,6.4
CO,Colorado,8,Douglas County,4,County,35,2010,1,Annual,0,0,0,2016,157522,146562,10960,7
CO,Colorado,8,Douglas County,4,County,35,2010,3,Monthly,1,0,0,2016,155677,144438,11239,7.2
CO,Colorado,8,Douglas County,4,County,35,2010,3,Monthly,2,0,0,2016,155745,144518,11227,7.2
CO,Colorado,8,Douglas County,4,County,35,2010,3,Monthly,3,0,0,2016,155887,144679,11208,7.2
CO,Colorado,8,Douglas County,4,County,35,2010,3,Monthly,4,0,0,2016,157560,146903,10657,6.8
CO,Colorado,8,Douglas County,4,County,35,2010,3,Monthly,5,0,0,2016,157464,146926,10538,6.7
CO,Colorado,8,Douglas County,4,County,35,2010,3,Monthly,6,0,0,2016,159105,147751,11354,7.1
CO,Colorado,8,Douglas County,4,County,35,2010,3,Monthly,7,0,0,2016,159125,147936,11189,7
CO,Colorado,8,Douglas County,4,County,35,2010,3,Monthly,8,0,0,2016,158756,147826,10930,6.9
CO,Colorado,8,Douglas County,4,County,35,2010,3,Monthly,9,0,0,2016,158402,147666,10736,6.8
CO,Colorado,8,Douglas County,4,County,35,2010,3,Monthly,10,0,0,2016,158322,147691,10631,6.7
CO,Colorado,8,Douglas County,4,County,35,2010,3,Monthly,11,0,0,2016,157825,146673,11152,7.1
CO,Colorado,8,Douglas County,4,County,35,2010,3,Monthly,12,0,0,2016,156391,145737,10654,6.8
CO,Colorado,8,Douglas County,4,County,35,2011,1,Annual,0,0,0,2016,158279,148154,10125,6.4
CO,Colorado,8,Douglas County,4,County,35,2011,3,Monthly,1,0,0,2016,156118,145000,11118,7.1
CO,Colorado,8,Douglas County,4,County,35,2011,3,Monthly,2,0,0,2016,156147,145264,10883,7
CO,Colorado,8,Douglas County,4,County,35,2011,3,Monthly,3,0,0,2016,156243,145789,10454,6.7
CO,Colorado,8,Douglas County,4,County,35,2011,3,Monthly,4,0,0,2016,157286,147413,9873,6.3
CO,Colorado,8,Douglas County,4,County,35,2011,3,Monthly,5,0,0,2016,158049,148068,9981,6.3
CO,Colorado,8,Douglas County,4,County,35,2011,3,Monthly,6,0,0,2016,159153,148939,10214,6.4
CO,Colorado,8,Douglas County,4,County,35,2011,3,Monthly,7,0,0,2016,159275,149181,10094,6.3
CO,Colorado,8,Douglas County,4,County,35,2011,3,Monthly,8,0,0,2016,159277,149223,10054,6.3
CO,Colorado,8,Douglas County,4,County,35,2011,3,Monthly,9,0,0,2016,159501,149685,9816,6.2
CO,Colorado,8,Douglas County,4,County,35,2011,3,Monthly,10,0,0,2016,159954,150275,9679,6.1
CO,Colorado,8,Douglas County,4,County,35,2011,3,Monthly,11,0,0,2016,159859,150054,9805,6.1
CO,Colorado,8,Douglas County,4,County,35,2011,3,Monthly,12,0,0,2016,158482,148958,9524,6
CO,Colorado,8,Douglas County,4,County,35,2012,1,Annual,0,0,0,2016,160907,151248,9659,6
CO,Colorado,8,Douglas County,4,County,35,2012,3,Monthly,1,0,0,2016,158469,148317,10152,6.4
CO,Colorado,8,Douglas County,4,County,35,2012,3,Monthly,2,0,0,2016,159066,148648,10418,6.5
CO,Colorado,8,Douglas County,4,County,35,2012,3,Monthly,3,0,0,2016,158889,148711,10178,6.4
CO,Colorado,8,Douglas County,4,County,35,2012,3,Monthly,4,0,0,2016,159530,149981,9549,6
CO,Colorado,8,Douglas County,4,County,35,2012,3,Monthly,5,0,0,2016,160185,150660,9525,5.9
CO,Colorado,8,Douglas County,4,County,35,2012,3,Monthly,6,0,0,2016,162051,151673,10378,6.4
CO,Colorado,8,Douglas County,4,County,35,2012,3,Monthly,7,0,0,2016,161996,152138,9858,6.1
CO,Colorado,8,Douglas County,4,County,35,2012,3,Monthly,8,0,0,2016,161416,151813,9603,5.9
CO,Colorado,8,Douglas County,4,County,35,2012,3,Monthly,9,0,0,2016,162007,152894,9113,5.6
CO,Colorado,8,Douglas County,4,County,35,2012,3,Monthly,10,0,0,2016,163241,154044,9197,5.6
